Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,Collection
SK0000015-UK,,,,,,,,,,,,,,,,,,,,169.99,616.88,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaIIR130SFTelescope_2.jpg?v=1633953903,2,,,,,,,,,,,,,,,,,,,,,,
SK0000015-UK,,,,,,,,,,,,,,,,,,,,169.99,616.88,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaIIR130SFTelescope_3.jpg?v=1633953904,3,,,,,,,,,,,,,,,,,,,,,,
SK0000015-UK,,,,,,,,,,,,,,,,,,,,169.99,616.88,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaIIR130SFTelescope_4.jpg?v=1633953902,4,,,,,,,,,,,,,,,,,,,,,,
SK0000015-UK,,,,,,,,,,,,,,,,,,,,169.99,616.88,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaIIR130SFTelescope_5.jpg?v=1633953903,5,,,,,,,,,,,,,,,,,,,,,,
SK0000015-UK,,,,,,,,,,,,,,,,,,,,169.99,616.88,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/VixenPortaIIR130SFTelescope_6.jpg?v=1633953903,6,,,,,,,,,,,,,,,,,,,,,,
SK0000016-UK,ZWO Seestar S30 - Smart Telescope,"<p><strong>ZWO Seestar S30 Smart Telescope</strong></p>
<p><strong>This revolutionary smart Telescope gives you all the tools you need to capture the stars, the Galaxy and beyond at your fingertips. Smart Telescopes are revolutionising the field of Astrophotography by offering complete beginners the chance to photograph distant nebulas in our galaxy or galaxies far beyond that with an all in one Telescope that is so easy to setup and use. This means you can literally view and photograph some of the most amazing wonders of the universe with the smart phone in your pocket.  </strong></p>
<p>The Seestar smart app allows you to explore the solar system, stargaze, or enjoy scenic view, with multiple imaging modes, voice prompts, and seamless smartphone control, Seestar S30 transforms beginners into astronomy pros with ease.</p>
<p>The Seestar S30 integrates two telescopes, an electric focuser, an astronomical camera, a dew heater, an ASIAIR intelligent controller, an altazimuth mount and a filter wheel (UV/IR cut, duo-band, dark) into a single unit, with a body weight of only 1.79 kg, meaning you can literally take it anywhere including far away from the city light pollution to really open up the heavens from a dark sky location.</p>
<p><strong>Fully control your imaging:</strong></p>
<p>Quickly learn the weather and recommendations for tonights viewing, then select the celestial targets or landscape mode you are going to shoot. Click to start shooting - its literally as easy as that!</p>
<p><strong>Discover the hidden universe:</strong></p>
<p>Observe the universe like never before: Seestar S30 allows you to create stunning images using live stacking mode. The more images you capture the more color and details will grow before your eyes. Things you can not witness with your naked eye will be gradually revealed.</p>
<p><strong>Immersive visual experience:</strong></p>
<p>The professional grade triplet apochromatic optics offers beautifully crisp images of the night sky with excellent control of chromatic aberration. The high-quality coating also helps reduce light loss. To increase the contrast of emission nebulae, it is possible to replace the UV/IR cut filter normally in the beam path with a dual-band filter by means of a built-in filter changer. This filter will block much of the light pollution and natural sky lightening.</p>
<p><strong>Sony IMX662 Sensor (Starvis 2):</strong></p>
<p>With high sensitivity and low noise, even during extended deep-sky captures, noise interference is minimized, ensuring superior performance in the darkest nights.</p>
<p><strong>Smart noise reduction with automatic post-processing:</strong></p>
<p>One-tap image creation, reducing noise while preserving celestial detail, ensures clarity even in heavily light-polluted areas. You can also fine-tune your image´s style to suit your taste and share your stunning shots instantly with family &amp; friends.</p>
<p><strong>Built-in Wi-Fi/Bluetooth:</strong></p>
<p>The telescope comes with Wi-Fi/Bluetooth and can be used anywhere.</p>
<p><strong>Built-in sensors:</strong></p>
<p>Built-in sensors assist in tripod leveling using your mobile phone screen.</p>
<p><strong>Light weight design:</strong></p>
<p>The entire setup weighs only 1.79 kg, so the Seestar S30 can easily accompany you when travelling.</p>
<p><strong>Automatic setup and guidance:</strong></p>
<p>Using the built-in sensors and star maps, combined with your phone´s GPS sensor, Seestar S30 will automatically complete the self-calibration and alignment process. Seestar is really simple to use and easy to learn, you don´t need to be an astronomy expert - Seestar will guide you along your journey.</p>
<p><strong>Auto focus:</strong></p>
<p>The auto focus system takes the hassle out of focusing. Seestar´s auto focus will ensure your images are sharp and crisp every time, it will even provide auto foucs in scenery mode.</p>
<p><strong>Auto GoTo and tracking:</strong></p>
<p>Finding your object is easy. Choose the object on your phone and Seestar´s will automatically align to the target and start tracking, and also compensating for earth´s rotation ensuring your object remains centered.</p>
<p><strong>Star map and object database:</strong></p>
<p>Turn your smartphone or tablet into your telescope command center.</p>
<p>With a few clicks, you will have access to Seestar´s amazing star and deep sky object lists and get detailed information about your chosen celestial target.</p>
<p><strong>Just minutes between you and the universe:</strong></p>
<p>Seestar, using its built-in sensors, star maps, the innovative Sky Atlas and ""Night´s Best Objects"" will help you plan your evenings viewing.</p>
<p><strong>A growing worldwide Seestar Community:</strong></p>
<p>If you like you can even upload your photo to AstroNet using the hashtag #Seestar, Other Seestar astrophotographers will be able to find you and its a great way to share tips, advice and knowledge to other Seestar users worldwide.</p>
<p><strong>Spec:</strong></p>
<ul>
<li>Objective telephoto range: Apochromatic triplet with ED element</li>
<li>Aperture telephoto range: 30mm</li>
<li>Focal length telephoto range: 150 mm</li>
<li>Focal ratio telephoto range: f/5</li>
<li>Working distance: 6m to infinity</li>
<li>Sensor telephoto range:    1/2.8"" color sensor Sony IMX662</li>
<li>Field of view telephoto range: 2.46°</li>
<li>Resolution telephoto range: 1920x1080 pixels (2.1 megapixels)</li>
<li>Pixel size telephoto range: 2.9 µm</li>
<li>Sensor dimensions telephoto range: 5.568mm x 3.132mm</li>
<li>Sensor diagonal telephoto range: 6.45mm</li>
<li>Exposure time telephoto range: 0.5 s for image preview, 10 s / 20 s / 30 s for image stacking</li>
<li>Frame rate telephoto range: 30 fps</li>
<li>Image format telephoto range: Video MP4/AVI, hoto JPEG/FITS</li>
<li>Field of view wide-angle range:    23.2°</li>
<li>Resolution wide-angle range: 1920x1080 pixels</li>
<li>Pixel size wide-angle range: 2.7µm</li>
<li>Exposure wide-angle range: &lt;= 200ms</li>
<li>Frame rate wide-angle range: 25fps</li>
<li>Image format wide-angle range: Video MP4/AVI, photo JPEG/FITS</li>
<li>Memory:  64 GB eMMC</li>
<li>Filters (permanently installed): UV/IR cut filter, duo-band filter (O-III with 30 nm FWHM, H-alpha with 20 nm FWHM), Dark filter.</li>
<li>Solar filter (external): ND 5, bandpass 580 nm - 630 nm, magnetic attachment</li>
<li>Focusing: Electric</li>
<li>Dew heater: Yes</li>
<li>Mount mode: Altazimuth</li>
<li>Slew rate: 1x to x1440</li>
<li>Zero position: Mechanical</li>
<li>Compass sensor:    yes</li>
<li>G-sensor: yes</li>
<li>Number of objects in the Database: 4000+</li>
<li>Data connection: WLAN 5G/2.4G (range &lt;=20 m), USB-C, Bluetooth 5.0 (range &lt;=5 m)</li>
<li>Wi-Fi reset button: yes</li>
<li>Battery: 6000 mAh, 3.7V, 22.2Wh</li>
<li>Operating time per charge: 6h (4h video mode)</li>
<li>Charging input:    USB-C</li>
<li>Power supply: 5V to 12V, 2-3 Amps</li>
<li>Power button: yes</li>
<li>Power indicator light: yes</li>
<li>Working temperature: -10 °C to 40 °C (battery temperature shutdown at 60 °C)</li>
<li>Working humidity: 20% to 80%</li>
<li>Storage temperature: m-10 °C to 60 °C</li>
<li>Storage humidity: 20% to 50%</li>
<li>Tripod connection: 3/8"" internal thread</li>
<li>Telescope color: Black and white, matte surface</li>
<li>Telescope size (HxWxD):    210mm x 140mm x 80mm</li>
<li>Tripod:    Ultra-light aluminium alloy tripod, collapsible, 3/8"" thread</li>
<li>Tripod size (HxD): 135mm x 36.5mm</li>
<li>Transport dimensions tripod (L x D): 145mm x 37mm</li>
<li>Net weight telescope: 1.65kg</li>
<li>Weight telescope with tripod: approx. 1.79kg</li>
</ul>
<p><em>Whats </em><em>included:</em></p>
<ol>
<li style=""font-style: italic;""><em>Telescope Seestar S30</em></li>
<li style=""font-style: italic;""><em>Tripod</em></li>
<li style=""font-style: italic;""><em>Type-C cable</em></li>
<li style=""font-style: italic;""><em>Quick guide</em></li>
<li style=""font-style: italic;""><em>Suitcase</em></li>
<li style=""font-style: italic;""><em>Solar filter</em></li>
<li style=""font-style: italic;""><em>Safety guidelines</em></li>
<li style=""font-style: italic;""><em>ZWO astronomy-theme stickers</em></li>
</ol>
<p style=""font-style: italic;""> </p>",,, Telescopes for Beginners ,,TRUE,,,,,,,,,,,,,169.99,556.11,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/SeeStar-S30_7.webp?v=1735030709,1,,,,,,,,,,,,,,,,,,,,,, Telescopes for Beginners 
SK0000016-UK,,,,,,,,,,,,,,,,,,,,169.99,556.11,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/SeeStar-S30_6.webp?v=1735030709,2,,,,,,,,,,,,,,,,,,,,,,
SK0000016-UK,,,,,,,,,,,,,,,,,,,,169.99,556.11,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/SeeStar-S30_4.webp?v=1735030709,3,,,,,,,,,,,,,,,,,,,,,,
SK0000016-UK,,,,,,,,,,,,,,,,,,,,169.99,556.11,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/SeeStar-S30_3.webp?v=1735030709,4,,,,,,,,,,,,,,,,,,,,,,
SK0000016-UK,,,,,,,,,,,,,,,,,,,,169.99,556.11,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/SeeStar-S30_1.webp?v=1735030709,5,,,,,,,,,,,,,,,,,,,,,,
SK0000016-UK,,,,,,,,,,,,,,,,,,,,169.99,556.11,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_21.jpg?v=1736510149,6,,,,,,,,,,,,,,,,,,,,,,
SK0000016-UK,,,,,,,,,,,,,,,,,,,,169.99,556.11,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/SeeStar-S30_2.webp?v=1736510149,7,,,,,,,,,,,,,,,,,,,,,,
SK0000016-UK,,,,,,,,,,,,,,,,,,,,169.99,556.11,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/SeeStar-S30_5.webp?v=1736510147,8,,,,,,,,,,,,,,,,,,,,,,
SK0000016-UK,,,,,,,,,,,,,,,,,,,,169.99,556.11,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/SeeStar-S30_1.jpg?v=1736510147,9,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,ZWO Seestar S50 - Smart Telescope,"<p><strong>The ZWO Seestar S50 Smart Telescope is a revolutionary development in the world of Astrophotography. The introduction of smart Telescopes offer a very convenient, quick setup and exceptional performance option for those who would like to experience the wonders of the universe without the steep learning curve and complex world of conventional Astrophotography.</strong><br><br>The Seestar S50 integrates a telescope, an electric focuser, astronomical camera, dew heater, ASIAIR intelligent controller, altazimuth mount and a filter wheel (UV/IR cut, duo-band, dark) into a single unit, weighing only 2.5 kg. With the use of a mobile app, it allows for easy capturing of sky objects such as the solar system objects, galaxies and nebulae.<br><br><em>Fully control your imaging:</em><br>Quickly learn the weather and recommendations for tonight's viewing, then select the celestial targets you are going to shoot - Its literally that easy.<br><br><em>Discover the hidden universe:</em><br>Observe the universe like never before: Seestar S50 allows you to create stunning images using live stacking mode. The more images you capture the more color and details will grow before your eyes. Things you can not witness with your naked eye will be gradually revealed.<br><br><em>Immersive visual experience:</em><br>The professional grade triplet apochromatic optics offer beautifully crisp images of the night sky with excellent control of chromatic aberration. The high-quality coating also helps reduce light loss.<br><br>To increase the contrast of emission nebulae, it is also possible to replace the UV/IR cut filter normally in the beam path with a UHC filter by means of a built-in filter changer. This filter will block much of the light pollution and natural sky light which can wash out your images.<br><br><em>Built-in Wi-Fi/Bluetooth:</em><br>The Seestar comes with Wi-Fi/Bluetooth and can be used literally anywhere.<br><br><em>Built-in sensors</em><br>Built-in sensors assist in tripod leveling using your mobile phone screen.<br><br><em>Low power consumption:</em><br>Low power consumption for extended battery life. Can be recharged via power bank while in use. Battery life when fully charged is around 6 hours<br><br><em>Light weight design:</em><br>The body weighs only 2.5 kg, so the Seestar S50 can easily accompany you when travelling.<br><br><em>Automatic setup and guidance:</em><br>Using the built-in sensors and star maps, combined with your phone´s GPS sensor, Seestar S50 will automatically complete the self-calibration and alignment process. Seestar is simple to use and easy to learn, you don´t need to be an astronomy expert - Seestar will guide you along your journey.<br><br><em>Auto focus:</em><br>The auto focus system takes the hassle out of focusing. Seestar´s auto focus will ensure your images are sharp and crisp every time, it will even provide auto foucs in scenery mode.<br><br><em>Auto GoTo and tracking:</em><br>Finding your object is easy. Choose the object on your phone and Seestar´s will automatically align to the target and start tracking, and also compensating for earth´s rotation ensuring your object remains centered.<br><br><em>Star map and object database:</em><br>Turn your smartphone or tablet into your telescope command center.<br><br>With a few clicks, you will have access to Seestar´s amazing star and deep sky object lists and get detailed information about your chosen celestial target.</p>
<p><br><strong>Specs:</strong><br></p>
<ul>
<li>Lens: Apochromatic triplet optics</li>
<li>Aperture: 50 mm</li>
<li>Focal length: 250 mm</li>
<li>Working distance: 30m to infinity</li>
<li>Sensor: Sony IMX462</li>
<li>Resolution: 1920*1080 pixels</li>
<li>Image format: mMP4/AVI/TIFF</li>
<li>Storage: 64 GB</li>
<li>Filters (permanently installed): UV/IR cut, duo-band (O-III with 30 nm FWHM, H-alpha with 20 nm FWHM), dark filter</li>
<li>Solar filter (push-on): ND 5, bandpass 580 nm - 630 nm</li>
<li>Mount mode: Altazimuth</li>
<li>Slew rate: 20x to 1440x</li>
<li>Zero position: Mechanical</li>
<li>Data transmission: WiFi (range 10 m), USB-C, Bluetooth (range 5 m)</li>
<li>Wi-Fi: 5G/2.4G</li>
<li>Battery life: approx. 6 hours - As with all batteries, outside temperature will determine the exact battery life.</li>
<li>Power input: micro USB-C</li>
<li>Tripod connection: m3/8"" photo thread (female)</li>
<li>Temperature / Humidity: Ambient temperature 0~40 °C / less than 60%</li>
<li>Size (H x W x D): 257x143x130 mm</li>
<li>Weight: 2.5 kg</li>
<li>Tripod: Maximum height 363 mm, transport length 274.5 mm</li>
</ul>
<p><em>Whats included:</em><br></p>
<ol>
<li><em>Telescope Seestar S50</em></li>
<li><em>Solar filter</em></li>
<li><em>Type-C cable</em></li>
<li><em>Carbon fiber tripod</em></li>
<li><em>Case</em></li>
<li><em>Quick start guide</em></li>
</ol>
<p><span style=""color: rgb(255, 42, 0);""><strong>Additional recommended accessories for Seestar S50:</strong></span></p>
<ul>
<li>Filter Holder for Narrowband filters <a href=""https://www.horizonastronomy.ie/products/zwo-seestar-s50-filter-holder?_pos=2&amp;_psq=sees&amp;_ss=e&amp;_v=1.0"" rel=""noopener"" target=""_blank"">View here &gt;</a>
</li>
</ul>
<p> </p>",,, Telescopes for Beginners ,,TRUE,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_1.jpg?v=1710782670,1,,,,,,,,,,,,,,,,,,,,,, Telescopes for Beginners 
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_16.jpg?v=1710782670,2,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_2.jpg?v=1710782664,3,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_3.jpg?v=1710782669,4,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_4.jpg?v=1710782673,5,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_5.jpg?v=1710782673,6,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_6.jpg?v=1710782664,7,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_7.jpg?v=1710782672,8,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_8.jpg?v=1710782667,9,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_9.jpg?v=1710782672,10,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_10.jpg?v=1710782668,11,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_11.jpg?v=1710782666,12,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_12.jpg?v=1710782667,13,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_13.jpg?v=1710782665,14,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_14.jpg?v=1710782665,15,,,,,,,,,,,,,,,,,,,,,,
SK0000017-UK,,,,,,,,,,,,,,,,,,,,169.99,709.06,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ZWO-Seestar-Smart-Telescope_15.jpg?v=1710782668,16,,,,,,,,,,,,,,,,,,,,,,
SK0000018-UK,Bresser Messier AR-102/460 EXOS 1,"<p><strong>The perfect Astronomy Telescope for ambitious beginners and advanced observers alike. View some of the details around the core of the Great Orion Nebula M42 or scan the lunar terminator in incredible sharpness and detail.</strong><br><br>This is a widefield telescope with an ED glass lens and a short focal length of 460mm making it a very good wide field of view instrument.<br><br><strong>The Mount &amp; Tripod.</strong> <br>The Bresser Messier EXOS-1 mount is part of Bresser's entry level Equatorial Mount options making it an ideal platform for smaller telescopes such as refractors and Maksutov designs. Many beginner equatorial mounts are flimsy and under engineered mounts which can lead to a lot of frustration and discouragement for beginners in Astronomy. The EXOS-1 however, comes with a robust steel tripod and can comfortably carry optical tubes weighing up to 7kg for a stable visual observation of the night sky.</p>
<p>The optional motor drive for the RA axis makes usage even more comfortable, so there is no need to manually track the object and it is kept steadily in the eyepiece field of view.<br><br><strong>Telescope Features:</strong><br></p>
<ul>
<li>Optical design: Refractor telescope</li>
<li>Aperture: 102mm</li>
<li>Focal length: 460mm</li>
<li>F Ratio: f/4.5</li>
<li>Maximum recommended magnification: 204x</li>
<li>High-quality and light gathering achromatic objective lens</li>
<li>Modern multi-coating of the lenses for a bright and high-contrast image</li>
<li>Robust aluminium tube construction</li>
<li>Very high quality Hexafoc focuser with 2.5"" free inner diameter</li>
<li>6 x 30 Viewfinder</li>
<li>31.7mm (1.25"") Star Diagonal</li>
<li>Prism rail with stainless steel clamping surface (44mm universal dovetail for GP/EQ5/LXD75)</li>
<li>50.8 to 31.7mm adapter with integrated T2 adapter (optional T2 ring required)</li>
<li>Solar Filter for safe solar viewing during the day</li>
</ul>
<p><strong>Mount Features:</strong><br></p>
<ul>
<li>Stable parallactic mount with fine drive in both axes</li>
<li>Circular bubble level for easy horizontal alignment</li>
<li>Stable height-adjustable stainless steel tripod</li>
<li>Retro-fittable (Optional) tracking motor available for RA axis</li>
<li>Pole height scale for setting the latitude</li>
<li>Scaled graduated circular rings for easy finding of objects using a star atlas or planetarium software</li>
<li>Tripod weight: 4.7kg</li>
<li>Mount weight: 4kg (without counterweight)</li>
<li>Total weight incl. counterweight: 13.2kg</li>
</ul>
<p><em>Whats included:</em><br></p>
<ol>
<li>Refractor optical tube</li>
<li>26mm Super Plössl eyepiece (31.7mm / 1.25"")</li>
<li>31.7mm (1.25"") Star Diagonal</li>
<li>Integrated 31.7mm and T2 adapter</li>
<li>Prism rail with stainless steel clamping surface (44mm universal dovetail for GP/EQ5/LXD75)</li>
<li>6x30 viewfinder</li>
<li>Rotatable star chart</li>
<li>Solar filter</li>
<li>Astronomy PC software Stellarium (via download)</li>
<li>1 x 4.5kg counterweight</li>
<li>Equatorial EXOS 1 mount with stainless steel tripod</li>
</ol>
<p style=""font-size: 11px;"" data-mce-style=""font-size: 11px;""><em>SAFETY NOTICE:</em> <span data-mce-fragment=""1"">Never look directly at the Sun through your Binoculars or Telescope - immediate and permanent eye damage may result. For Solar viewing we have dedicated filters and Telescopes available for this purpose.</span></p>",,, Telescopes for Beginners ,,TRUE,,,,,,,,,,,,,169.99,707.03,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR102-460-EXOS1-Telescope_5.jpg?v=1678041254,1,,,,,,,,,,,,,,,,,,,,,, Telescopes for Beginners 
SK0000018-UK,,,,,,,,,,,,,,,,,,,,169.99,707.03,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR102-460-EXOS1-Telescope.jpg?v=1678041254,2,,,,,,,,,,,,,,,,,,,,,,
SK0000018-UK,,,,,,,,,,,,,,,,,,,,169.99,707.03,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR102-460-EXOS1-Telescope_1.jpg?v=1678041254,3,,,,,,,,,,,,,,,,,,,,,,
SK0000018-UK,,,,,,,,,,,,,,,,,,,,169.99,707.03,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR102-460-EXOS1-Telescope_2.jpg?v=1678041254,4,,,,,,,,,,,,,,,,,,,,,,
SK0000018-UK,,,,,,,,,,,,,,,,,,,,169.99,707.03,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR102-460-EXOS1-Telescope_3.jpg?v=1678041254,5,,,,,,,,,,,,,,,,,,,,,,
SK0000018-UK,,,,,,,,,,,,,,,,,,,,169.99,707.03,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR102-460-EXOS1-Telescope_4.jpg?v=1678041250,6,,,,,,,,,,,,,,,,,,,,,,
SK0000019-UK,Bresser Messier AR-90/500 EXOS 1,"<p><strong>This telescope is an ideal Astronomical instrument for both teens and adults who have an interest in Astronomy and who are looking for a telescope that offers sharp and clear optics with some slightly more advanced features than those found in most beginner telescopes. </strong></p>
<p>The AR 90 Refractor is the perfect telescope for experiencing some truly memorable views of the lunar surface as well as some of the larger planets of our solar system. Look further into deep space and you will also be able to enjoy some of the many star clusters and some of the details visible in the brighter nebula such as Orions core.<br><br><strong>The Mount &amp; Tripod.</strong> <br>The Bresser Messier EXOS-1 mount is part of Bresser's entry level Equatorial Mount options making it an ideal platform for smaller telescopes such as refractors and Maksutov designs. Many beginner equatorial mounts are flimsy and under engineered mounts which can lead to a lot of frustration and discouragement for beginners in Astronomy.  The EXOS-1 however, comes with a robust steel tripod and can comfortably carry optical tubes weighing up to 7kg for a stable visual observation of the night sky.</p>
<p>The optional motor drive for the RA axis makes usage even more comfortable, so there is no need to manually track the object and it is kept steadily in the eyepiece field of view.</p>
<p><strong>Telescope Features:</strong></p>
<ul>
<li>Optical design: Refractor telescope</li>
<li>Aperture: 90mm</li>
<li>Focal length: 500mm</li>
<li>F Ratio: f/5.5</li>
<li>Maximum recommended magnification: 180x</li>
<li>6 x 30 viewfinder</li>
<li>31.7 mm (1.25"") Star Diagonal</li>
<li>Smartphone adapter for celestial navigation included with built-in camera holder</li>
</ul>
<p><strong>Mount Features:</strong><br></p>
<ul>
<li>Stable parallactic mount with fine drive in both axes</li>
<li>Circular bubble level for easy horizontal alignment</li>
<li>Stable height-adjustable stainless steel tripod</li>
<li>Retro-fittable (Optional) tracking motor for the RA axis</li>
<li>Pole height scale for setting the latitude</li>
<li>Scaled graduated circular rings for easy finding of objects using a star atlas or planetarium software</li>
<li>Tripod weight: 4.7kg</li>
<li>Mount weight: 4kg (without counterweight)</li>
<li>Total weight incl. counterweight: 10.7kg</li>
</ul>
<p><em>Whats included:</em><br></p>
<ol>
<li>90mm Refractor Optical Tube</li>
<li>26mm Super Plössl eyepiece (31.7mm / 1.25"")</li>
<li>31.7mm (1.25"") Star Diagonal</li>
<li>6 x 30 optical viewfinder</li>
<li>Rotatable star map</li>
<li>Solar filter for safe solar observations during the day</li>
<li>Smartphone adapter for celestial navigation</li>
<li>Astronomy PC software Stellarium (via download)</li>
<li>1 x 2kg counterweight</li>
<li>Equatorial EXOS 1 mount with stainless steel tripod</li>
</ol>
<p style=""font-size: 11px;"" data-mce-style=""font-size: 11px;""><em>SAFETY NOTICE:</em> <span data-mce-fragment=""1"">Never look directly at the Sun through your Binoculars or Telescope - immediate and permanent eye damage may result. For Solar viewing we have dedicated filters and Telescopes available for this purpose.</span></p>",,, Telescopes for Beginners ,,TRUE,,,,,,,,,,,,,169.99,522.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR90-500-EXOS1-Telescope_4.jpg?v=1678042709,1,,,,,,,,,,,,,,,,,,,,,, Telescopes for Beginners 
SK0000019-UK,,,,,,,,,,,,,,,,,,,,169.99,522.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR90-500-EXOS1-Telescope.jpg?v=1678042709,2,,,,,,,,,,,,,,,,,,,,,,
SK0000019-UK,,,,,,,,,,,,,,,,,,,,169.99,522.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR90-500-EXOS1-Telescope_1.jpg?v=1678042709,3,,,,,,,,,,,,,,,,,,,,,,
SK0000019-UK,,,,,,,,,,,,,,,,,,,,169.99,522.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/Bresser-AR90-500-EXOS1-Telescope_2.jpg?v=1678042709,4,,,,,,,,,,,,,,,,,,,,,,
